OBJECT_NAME,NORAD_CAT_ID
COSMOS 1484 DEB,22918
COSMOS 1934 DEB,22919
HST DEB [SOLAR PANEL],22920
NATO 4B,22921
DELTA 2 R/B(1),22922
DELTA 2 R/B(2),22923
ATLAS 2 CENTAUR R/B,22924
SL-12 R/B(AUX MOTOR),22925
SL-12 R/B(AUX MOTOR),22926
TELSTAR 401,22927
ATLAS 2AS CENTAUR R/B,22928
COSMOS 2223 DEB,22929
DIRECTV 1 (DBS 1),22930
THAICOM 1,22931
ARIANE 44L+ R/B,22932
ARIANE 44L+ DEB [SPELDA],22933
COSMOS 1484 DEB,22934
COSMOS 1484 DEB,22935
COSMOS 1484 DEB,22936
COSMOS 1484 DEB,22937
COSMOS 1484 DEB,22938
COSMOS 1484 DEB,22939
COSMOS 1484 DEB,22940
COSMOS 1484 DEB,22941
COSMOS 1484 DEB,22942
COSMOS 1484 DEB,22943
COSMOS 1484 DEB,22944
COSMOS 1484 DEB,22945
COSMOS 1484 DEB,22946
COSMOS 1484 DEB,22947
COSMOS 1484 DEB,22948
MOLNIYA 1-87,22949
SL-6 R/B(1),22950
SL-6 PLAT,22951
SL-6 R/B(2),22952
COSMOS 2262 DEB,22953
MIR DEB,22954
SL-12 R/B(AUX MOTOR),22955
SL-12 R/B(AUX MOTOR),22956
SOYUZ-TM 18,22957
SL-4 R/B,22958
COSMOS 1484 DEB,22959
COSMOS 1484 DEB,22960
COSMOS 1484 DEB,22961
COSMOS 1484 DEB,22962
GALS 1,22963
SL-12 R/B(1),22964
SL-12 PLAT,22965
SL-12 R/B(2),22966
SL-12 R/B(AUX MOTOR),22967
SL-12 R/B(AUX MOTOR),22968
METEOR 3-6,22969
SL-14 R/B,22970
TUBSAT B,22971
COBE DEB,22972
CLEMENTINE 1 (DSPSE),22973
TITAN 2G R/B,22974
PROGRESS-M 21,22975
SL-4 R/B,22976
STS 60,22977
OREX,22978
VEP,22979
H-2 R/B,22980
RADUGA-1 3,22981
SL-12 R/B(1),22982
SL-12 PLAT,22983
SL-12 R/B(2),22984
SL-12 R/B(AUX MOTOR),22985
SL-12 R/B(AUX MOTOR),22986
STAR 37FM AKM,22987
USA 99 (MILSTAR-1 1),22988
TITAN 4 CENTAUR R/B,22989
ODERACS A,22990
ODERACS B,22991
ODERACS C,22992
ODERACS D,22993
ODERACS E,22994
ODERACS F,22995
SJ-4,22996
CZ-3A R/B,22997
BREMSAT,22998
COSMOS 2268,22999
COSMOS 2269,23000
COSMOS 2270,23001
COSMOS 2271,23002
COSMOS 2272,23003
COSMOS 2273,23004
SL-14 R/B,23005
MOLNIYA 3-23 DEB,23006
SL-8 DEB,23007
SL-16 DEB,23008
DUMMY MASS,23009
RADUGA 31,23010
SL-12 R/B(1),23011
SL-12 PLAT,23012
SL-12 R/B(2),23013
SL-12 R/B(AUX MOTOR),23014
SL-12 R/B(AUX MOTOR),23015
GALAXY 1R,23016
DELTA 2 R/B(1),23017
DELTA 2 R/B(2),23018
CORONAS I,23019
SL-14 R/B,23020
SL-14 DEB,23021
SL-14 DEB,23022
SL-14 DEB,23023
SL-14 DEB,23024
STS 62,23025
SL-14 DEB,23026
NAVSTAR 36 (USA 100),23027
DELTA 2 R/B(1),23028
DELTA 2 R/B(2) [PAM-D],23029
USA 101,23030
USA 102,23031
TAURUS R/B,23032
COSMOS 2274,23033
SL-4 R/B,23034
PROGRESS-M 22,23035
SL-4 R/B,23036
TITAN 34D TRANSTAGE DEB,23037
TITAN 34D TRANSTAGE DEB,23038
TITAN 34D TRANSTAGE DEB,23039
TITAN 34D TRANSTAGE DEB,23040
TITAN 34D TRANSTAGE DEB,23041
STS 59,23042
COSMOS 2276 [GLONASS],23043
COSMOS 2277 [GLONASS],23044
COSMOS 2275 [GLONASS],23045
SL-12 R/B(1),23046
SL-12 PLAT,23047
SL-12 R/B(2),23048
SL-12 R/B(AUX MOTOR),23049
SL-12 R/B(AUX MOTOR),23050
GOES 8,23051
ATLAS 1 CENTAUR R/B,23052
COBE DEB,23053
COBE DEB,23054
COBE DEB,23055
COBE DEB,23056
COBE DEB,23057
COBE DEB,23058
COBE DEB,23059
COBE DEB,23060
COBE DEB,23061
COBE DEB,23062
COBE DEB,23063
COBE DEB,23064
COBE DEB,23065
COBE DEB,23066
COBE DEB,23067
COBE DEB,23068
COBE DEB,23069
COBE DEB,23070
COBE DEB,23071
COBE DEB,23072
COBE DEB,23073
COBE DEB,23074
COBE DEB,23075
COBE DEB,23076
COBE DEB,23077
COBE DEB,23078
COBE DEB,23079
COBE DEB,23080
COBE DEB,23081
COBE DEB,23082
COBE DEB,23083
COBE DEB,23084
COBE DEB,23085
COBE DEB,23086
COSMOS 2278,23087
SL-16 R/B,23088
SL-16 DEB,23089
SL-16 DEB,23090
SL-16 DEB,23091
COSMOS 2279,23092
SL-8 R/B,23093
SL-16 DEB,23094
COSMOS 2280,23095
SL-4 R/B,23096
USA 103,23097
TITAN 4 CENTAUR R/B,23098
SROSS C2,23099
ASLV-D4 R/B,23100
MSTI 2,23101
SCOUT G-1 R/B,23102
USA 101 DEB,23103
COSMOS 2228 DEB,23104
STEP 2,23105
PEGASUS R/B,23106
ARIANE 40 DEB,23107
GORIZONT 30,23108
SL-12 R/B(1),23109
SL-12 PLAT,23110
SL-12 R/B(2),23111
COSMOS 2274 DEB,23112
COSMOS 2274 DEB,23113
PROGRESS-M 23,23114
SL-4 R/B,23115
SL-12 R/B(AUX MOTOR),23116
SL-12 R/B(AUX MOTOR),23117
METEOSAT-6 AKM,23118
COSMOS 2281,23119
SL-4 R/B,23120
COSMOS 2281 DEB,23121
FOTON 9,23122
SL-4 R/B,23123
INTELSAT 702 (IS-702),23124
STRV 1A,23125
STRV 1B,23126
ARIANE 44LP+ R/B,23127
USA 101 DEB,23128
USA 101 DEB,23129
TITAN 34D TRANSTAGE DEB,23130
USA 40 R/B DEB,23131
UFO 3 (USA 104),23132
ATLAS 1 CENTAUR R/B,23133
COSMOS 2281 DEB,23134
COSMOS 2281 DEB,23135
COSMOS 2281 DEB,23136
COSMOS 2281 DEB,23137
COSMOS 2281 DEB,23138
SOYUZ-TM 19,23139
SL-4 R/B,23140
FOTON 9 DEB,23141
FOTON 9 DEB,23142
FOTON 9 DEB,23143
FOTON 9 DEB,23144
FSW-2 2,23145
CZ-2D R/B,23146
CZ-2D DEB,23147
COSMOS 1484 DEB,23148
COSMOS 1484 DEB,23149
COSMOS 1484 DEB,23150
COSMOS 1484 DEB,23151
COSMOS 1484 DEB,23152
COSMOS 1484 DEB,23153
COSMOS 1484 DEB,23154
COSMOS 1484 DEB,23155
COSMOS 1484 DEB,23156
COSMOS 1484 DEB,23157
USA 40 R/B DEB,23158
USA 40 R/B DEB,23159
USA 40 R/B DEB,23160
USA 40 R/B DEB,23161
USA 40 R/B DEB,23162
USA 40 R/B DEB,23163
USA 40 R/B DEB,23164
USA 40 R/B DEB,23165
USA 40 R/B DEB,23166
USA 40 R/B DEB,23167
COSMOS 2282,23168
SL-12 R/B(1),23169
SL-12 PLAT,23170
SL-12 R/B(2),23171
SL-12 R/B(AUX MOTOR),23172
STS 65,23173
SL-12 R/B(AUX MOTOR),23174
INTELSAT 2 (IS-2),23175
BS-3N,23176
ARIANE 44L+ R/B,23177
ARIANE DEB [SPELDA],23178
NADEZHDA 4,23179
SL-8 R/B,23180
FSW-2 2 DEB,23181
COSMOS 2283,23182
SL-4 R/B,23183
SL-4 DEB,23184
APSTAR 1,23185
CZ-3 R/B,23186
COSMOS 2284,23187
SL-4 R/B,23188
COSMOS 2285,23189
SL-8 R/B,23190
APEX,23191
DIRECTV 2 (DBS 2),23192
ATLAS 2A CENTAUR R/B,23193
COSMOS 2286,23194
SL-6 R/B(1),23195
SL-6 PLAT,23196
SL-6 R/B(2),23197
APEX R/B,23198
BRASILSAT B1,23199
TURKSAT 1B,23200
ARIANE 44LP+ R/B,23201
ARIANE DEB [SPELDA],23202
COSMOS 2287 [GLONASS],23203
COSMOS 2289 [GLONASS],23204
COSMOS 2288 [GLONASS],23205
SL-12 R/B(1),23206
SL-12 PLAT,23207
SL-12 R/B(2),23208
SL-12 R/B(AUX MOTOR),23209
SL-12 R/B(AUX MOTOR),23210
MOLNIYA 3-46,23211
SL-6 R/B(1),23212
SL-6 PLAT,23213
SL-6 R/B(2),23214
PROGRESS-M 24,23215
SL-4 R/B,23216
SL-6 DEB,23217
COSMOS 2290,23218
SL-16 R/B,23219
COSMOS 2290 DEB,23220
COSMOS 2290 DEB,23221
COSMOS 2290 DEB,23222
USA 105,23223
COSMOS 2290 DEB,23224
COSMOS 2290 DEB,23225
COSMOS 2290 DEB,23226
OPTUS B3,23227
CZ-2E R/B,23228
OPTUS B3 PKM,23229
KIKU-6 (ETS-VI),23230
H-2 R/B(1),23231
ARIANE 44LP DEB,23232
DMSP 5D-2 F12 (USA 106),23233
DMSP 5D-2 F12 DEB,23234
DMSP 5D-2 F12 DEB,23235
ARIANE 44LP DEB,23236
ARIANE 44L+ DEB,23237
ARIANE 44L+ DEB,23238
ARIANE 44L+ DEB,23239
ARIANE 44L+ DEB,23240
ARIANE 44L+ DEB,23241
ARIANE 44L+ DEB,23242
ARIANE 2 DEB,23243
ARIANE 44L+ DEB,23244
ARIANE 44L+ DEB,23245
ARIANE 44LP DEB,23246
TITAN 4 CENTAUR R/B,23247
ETS 6 DEB,23248
TELSTAR 402,23249
DMSP 5D-2 F12 DEB,23250
STS 64,23251
MIR DEB,23252
SPARTAN 201,23253
CZ-4 DEB,23254
CZ-4 DEB,23255
CZ-4 DEB,23256
CZ-4 DEB,23257
CZ-4 DEB,23258
CZ-4 DEB,23259
CZ-4 DEB,23260
CZ-4 DEB,23261
CZ-4 DEB,23262
SL-8 DEB,23263
SL-8 DEB,23264
SL-8 DEB,23265
MIR DEB,23266
COSMOS 2291,23267
SL-12 R/B(1),23268
SL-12 PLAT,23269
SL-12 R/B(2),23270
SL-12 R/B(AUX MOTOR),23271
SL-12 R/B(AUX MOTOR),23272
USA 101 DEB,23273
USA 101 DEB,23274
SL-16 DEB,23275
USA 101 DEB,23276
DMSP 5D-2 F12 DEB,23277
COSMOS 2292,23278
SL-8 R/B,23279
FSW-2 1 DEB,23280
COSMOS 2292 DEB,23281
SL-16 DEB,23282
COSMOS 2283 DEB,23283
COSMOS 2283 DEB,23284
STS 68,23285
COSMOS 2292 DEB,23286
SL-6 DEB,23287
SOYUZ-TM 20,23288
SL-4 R/B,23289
ARIANE 2 DEB,23290
SL-12 DEB,23291
SL-12 DEB,23292
SL-12 DEB,23293
SL-12 DEB,23294
SL-12 DEB,23295
SL-12 DEB,23296
SL-12 DEB,23297
SL-12 DEB,23298
DELTA 2 DEB,23299
DELTA 2 DEB,23300
ARIANE 42P+ DEB,23301
SL-16 DEB,23302
SL-16 DEB,23303
SL-16 DEB,23304
NSS-703,23305
ATLAS 2AS CENTAUR R/B,23306
SCOUT B DEB,23307
COSMOS 700 DEB,23308
DELTA 1 DEB,23309
DELTA 1 DEB,23310
SL-12 DEB,23311
DELTA 2 DEB,23312
SOLIDARIDAD 2,23313
THAICOM 2,23314
ARIANE 44L+ R/B,23315
ARIANE 44L+ DEB [SPELDA],23316
OKEAN-4,23317
SL-14 R/B,23318
EXPRESS 1,23319
SL-12 R/B(1),23320
SL-12 PLAT,23321
SL-12 R/B(2),23322
IRS-P2,23323
IRS-P2 R/B,23324
SL-12 R/B(AUX MOTOR),23325
SL-12 R/B(AUX MOTOR),23326
ELEKTRO (GOMS 1),23327
SL-12 R/B(1),23328
SL-12 PLAT,23329
SL-12 R/B(2),23330
ASTRA 1D,23331
ARIANE 42P+ R/B,23332
WIND,23333
DELTA 2 R/B(1),23334
SL-14 DEB,23335
COSMOS 2293,23336
SL-14 R/B,23337
SL-12 R/B(AUX MOTOR),23338
SL-12 R/B(AUX MOTOR),23339
STS 66,23340
CRISTA-SPAS,23341
RESURS O1,23342
SL-16 R/B,23343
RESURS O1 DEB,23344
RESURS O1 DEB,23345
RESURS O1 DEB,23346
RESURS O1 DEB,23347
PROGRESS-M 25,23348
SL-4 R/B,23349
DELTA 2 R/B(2),23350
USA 40 R/B DEB,23351
USA 40 R/B DEB,23352
USA 40 R/B DEB,23353
USA 40 R/B DEB,23354
USA 40 R/B DEB,23355
USA 40 R/B DEB,23356
USA 40 R/B DEB,23357
USA 40 R/B DEB,23358
USA 40 R/B DEB,23359
USA 40 R/B DEB,23360
USA 40 R/B DEB,23361
USA 40 R/B DEB,23362
USA 40 R/B DEB,23363
USA 40 R/B DEB,23364
USA 40 R/B DEB,23365
USA 40 R/B DEB,23366
USA 40 R/B DEB,23367
USA 40 R/B DEB,23368
USA 40 R/B DEB,23369
USA 40 R/B DEB,23370
USA 40 R/B DEB,23371
USA 40 R/B DEB,23372
USA 40 R/B DEB,23373
USA 40 R/B DEB,23374
USA 40 R/B DEB,23375
USA 40 R/B DEB,23376
USA 40 R/B DEB,23377
USA 40 R/B DEB,23378
USA 40 R/B DEB,23379
USA 40 R/B DEB,23380
USA 40 R/B DEB,23381
USA 40 R/B DEB,23382
USA 40 R/B DEB,23383
USA 40 R/B DEB,23384
USA 40 R/B DEB,23385
USA 40 R/B DEB,23386
USA 40 R/B DEB,23387
USA 40 R/B DEB,23388
USA 40 R/B DEB,23389
USA 40 R/B DEB,23390
USA 40 R/B DEB,23391
USA 40 R/B DEB,23392
USA 40 R/B DEB,23393
USA 40 R/B DEB,23394
USA 40 R/B DEB,23395
COSMOS 2295 [GLONASS],23396
COSMOS 2296 [GLONASS],23397
COSMOS 2294 [GLONASS],23398
SL-12 R/B(1),23399
SL-12 PLAT,23400
SL-12 R/B(2),23401
SL-12 R/B(AUX MOTOR),23402
SL-12 R/B(AUX MOTOR),23403
COSMOS 2297,23404
SL-16 R/B,23405
SL-16 DEB,23406
SL-16 DEB,23407
SL-16 DEB,23408
SL-16 DEB,23409
SL-16 DEB,23410
GEO-IK 1,23411
SL-14 R/B,23412
TELSTAR 11 (ORION 1),23413
ATLAS 2A CENTAUR R/B,23414
DFH 3-1,23415
CZ-3A R/B,23416
SL-16 DEB,23417
SL-16 DEB,23418
SL-16 DEB,23419
MOLNIYA 1-88,23420
SL-6 R/B(1),23421
SL-6 PLAT,23422
SL-6 R/B(2),23423
OPS 5644 DEB,23424
USA 69 DEB,23425
LUCH,23426
SL-12 R/B(1),23427
SL-12 PLAT,23428
SL-12 R/B(2),23429
SL-12 R/B(AUX MOTOR),23430
COSMOS 2298,23431
SL-8 R/B,23432
COSMOS 2298 DEB,23433
COSMOS 2298 DEB,23434
USA 107 (DSP 17),23435
TITAN 4A R/B,23436
IUS R/B(1),23437
IUS R/B(2),23438
RADIO ROSTO (RS-15),23439
SL-19 R/B,23440
COSMOS 2299,23441
COSMOS 2300,23442
COSMOS 2301,23443
COSMOS 2302,23444
COSMOS 2303,23445
COSMOS 2304,23446
SL-14 R/B,23447
RADUGA 32,23448
SL-12 R/B(1),23449
SL-12 PLAT,23450
SL-12 R/B(2),23451
SL-12 R/B(AUX MOTOR),23452
COSMOS 2305,23453
SL-4 R/B,23454
NOAA 14,23455
COSMOS 2267 DEB,23456
NOAA 14 DEB,23457
NOAA 14 DEB,23458
SL-12 R/B(AUX MOTOR),23459
SL-12 R/B(AUX MOTOR),23460
INTELSAT 704 (IS-704),23461
ATLAS 2AS CENTAUR R/B,23462
TSIKADA,23463
ASTRID 1,23464
FAISAT,23465
SL-8 R/B,23466
UFO 4 (USA 108),23467
ATLAS 2 CENTAUR R/B,23468
STS 63,23469
SPARTAN 204,23470
ODERACS 2A,23471
ODERACS 2B,23472
ODERACS 2C,23473
ODERACS 2D,23474
ODERACS 2E,23475
COSMOS 1484 DEB,23476
PROGRESS-M 26,23477
SL-4 R/B,23478
SL-19 DEB,23479
SL-19 DEB,23480
METEOR 1-10 DEB,23481
SL-19 DEB,23482
SL-19 DEB,23483
SL-19 DEB,23484
SL-19 DEB,23485
SL-19 DEB,23486
SL-19 DEB,23487
SL-19 DEB,23488
SL-19 DEB,23489
SL-19 DEB,23490
SL-19 DEB,23491
SL-19 DEB,23492
SL-19 DEB,23493
SL-19 DEB,23494
SL-19 DEB,23495
SL-19 DEB,23496
FOTON 10,23497
SL-4 R/B,23498
FOTON 10 DEB,23499
STS 67,23500
COSMOS 2306,23501
SL-8 R/B,23502
FOTON 10 DEB,23503
FOTON 10 DEB,23504
FOTON 10 DEB,23505
FOTON 10 DEB,23506
COSMOS 2306 DEB,23507
COSMOS 2306 DEB,23508
COSMOS 2306 DEB,23509
COSMOS 2306 DEB,23510
COSMOS 2307 [GLONASS],23511
COSMOS 2308 [GLONASS],23512
COSMOS 2309 [GLONASS],23513
SL-12 R/B(1),23514
SL-12 PLAT,23515
SL-12 R/B(2),23516
SL-12 R/B(AUX MOTOR),23517
SL-12 R/B(AUX MOTOR),23518
SOYUZ-TM 21,23519
SL-4 R/B,23520
SFU,23521
HIMAWARI-5 (GMS-5),23522
H-2 R/B(2),23523
HIMAWARI-5 AKM,23524
H-2 R/B(1),23525
COSMOS 2310,23526
SL-8 R/B,23527
INTELSAT 705 (IS-705),23528
ATLAS 2AS CENTAUR R/B,23529
COSMOS 2311,23530
SL-4 R/B,23531
USA 101 DEB,23532
DMSP 5D-2 F13 (USA 109),23533
DMSP 5D-2 F13 DEB,23534
DMSP 5D-2 F13 DEB,23535
BRASILSAT B2,23536
HOT BIRD 1,23537
ARIANE 44LP+ R/B,23538
ARIANE DEB [SPELDA],23539
COSMOS 1484 DEB,23540
COSMOS 2290 DEB,23541
COSMOS 2290 DEB,23542
COSMOS 2290 DEB,23543
COSMOS 2290 DEB,23544
ORBCOMM FM01,23545
ORBCOMM FM02,23546
ORBVIEW 1 (MICROLAB),23547
PEGASUS R/B,23548
OFEQ 3,23549
SHAVIT R/B,23550
COSMOS 1484 DEB,23551
USA 101 DEB,23552
AMSC 1,23553
ATLAS 2A CENTAUR R/B,23554
PROGRESS-M 27,23555
SL-4 R/B,23556
MIR DEB,23557
GFZ 1,23558
GFZ 1 DEB,23559
ERS-2,23560
ARIANE 40+ R/B,23561
TRANSIT 16 DEB,23562
DELTA 2 DEB,23563
SL-19 DEB,23564
MIR DEB,23565
MIR DEB,23566
USA 110,23567
TITAN 4 CENTAUR R/B,23568
SFU DEB,23569
SFU DEB,23570
INTELSAT 706 (IS-706),23571
ARIANE 44LP+3 R/B,23572
MIR DEB,23573
USA 101 DEB,23574
SL-19 DEB,23575
USA 101 DEB,23576
USA 101 DEB,23577
SL-19 DEB,23578
SPEKTR,23579
SL-13 R/B,23580
GOES 9,23581
ATLAS 1 CENTAUR R/B,23582
PROGRESS-M 27 DEB,23583
COSMOS 2312,23584
SL-6 R/B(1),23585
SL-6 PLAT,23586
SL-6 R/B(2),23587
PROGRESS-M 27 DEB,23588
UFO 5 (USA 111),23589
ATLAS 2 CENTAUR R/B,23590
COSMOS 2311 DEB,23591
COSMOS 2311 DEB,23592
SFU DEB,23593
DMSP 5D-2 F13 DEB,23594
DMSP 5D-2 F13 DEB,23595
COSMOS 2313,23596
SL-11 R/B,23597
DIRECTV 3 (DBS 3),23598
ARIANE 42P+3 R/B,23599
STS 71,23600
COSMOS 2314,23601
SL-4 R/B,23602
COSMOS 2315,23603
SL-8 R/B,23604
HELIOS 1A,23605
CERISE,23606
UPM/LBSAT,23607
ARIANE 40+3 R/B,23608
USA 112,23609
TITAN 4 CENTAUR R/B,23610
USA 101 DEB,23611
STS 70,23612
TDRS 7,23613
IUS R/B(1),23614
IUS R/B(2),23615
SL-12 DEB,23616
PROGRESS-M 28,23617
SL-4 R/B,23618
TITAN 34D TRANSTAGE DEB,23619
COSMOS 2316 [GLONASS],23620
COSMOS 2317 [GLONASS],23621
COSMOS 2318 [GLONASS],23622
SL-12 R/B(1),23623
SL-12 PLAT,23624
SL-12 R/B(2),23625
SL-12 DEB,23626
SL-12 DEB,23627
USA 113,23628
ATLAS 2 CENTAUR R/B(1),23629
SL-12 R/B(AUX MOTOR),23630
SL-12 R/B(AUX MOTOR),23631
INTERBOL 1,23632
SL-6 R/B(1),23633
SL-6 PLAT,23634
SL-6 R/B(2),23635
INTELSAT 4 (IS-4),23636
ARIANE 42L+3 R/B,23637
SL-6 DEB,23638
KOREASAT 1,23639
DELTA 2 R/B(1),23640
DELTA 2 R/B(2),23641
MOLNIYA 3-47,23642
SL-6 R/B(1),23643
SL-6 PLAT,23644
SL-6 R/B(2),23645
MAGION 4,23646
TITAN 34B DEB,23647
ATLAS 2 CENTAUR R/B(2),23648
JCSAT-3,23649
PEGASUS DEB,23650
N-STAR A,23651
ARIANE 44P+3 R/B,23652
COSMOS 2319,23653
SL-12 R/B(1),23654
SL-12 PLAT,23655
SL-12 R/B(2),23656
SICH 1,23657
ATLAS 2AS CENTAUR R/B,23658
SL-14 R/B,23659
SL-12 R/B(AUX MOTOR),23660
SL-12 R/B(AUX MOTOR),23661
MIR DEB,23662
SL-12 DEB,23663
SL-12 DEB,23664
SOYUZ-TM 22,23665
SL-4 R/B,23666
STS 69,23667
SPARTAN 201,23668
WSF 2,23669
TELSTAR 4 (TELSTAR 402R),23670
ARIANE 42L+3 R/B,23671
RESURS F-20,23672
SL-4 R/B,23673
COSMOS 2320,23674
SL-4 R/B,23675
COSMOS 2321,23676
SL-8 R/B,23677
PROGRESS-M 29,23678
SL-4 R/B,23679
LUCH 1,23680
SL-12 R/B(1),23681
SL-12 PLAT,23682
SL-12 R/B(2),23683
SL-12 R/B(AUX MOTOR),23684
SL-12 R/B(AUX MOTOR),23685
ASTRA 1E,23686
ARIANE 42L+3 R/B,23687
STS 73,23688
MIR DEB,23689
MIR DEB,23690
MIR DEB,23691
MIR DEB,23692
MIR DEB,23693
MIR DEB,23694
MIR DEB,23695
UFO 6 (USA 114),23696
ATLAS 2 CENTAUR R/B,23697
MIR DEB,23698
RESURS F-20 DEB,23699
RESURS F-20 DEB,23700
RESURS F-20 DEB,23701
RESURS F-20 DEB,23702
MIR DEB,23703
COSMOS 2322,23704
SL-16 R/B,23705
SL-16 DEB,23706
SL-16 DEB,23707
SL-16 DEB,23708
SL-16 DEB,23709
RADARSAT-1,23710
SURFSAT,23711
USA 115 (MILSTAR-1 2),23712
TITAN 401 CENTAUR R/B,23713
STS 74,23714
ISO,23715
ARIANE 44P+3 R/B,23716
GALS 2,23717
SL-12 R/B(1),23718
SL-12 PLAT,23719
SL-12 R/B(2),23720
SL-12 R/B(AUX MOTOR),23721
SL-12 R/B(AUX MOTOR),23722
AMOS-5I,23723
CZ-2E R/B,23724
ASIASAT 2 PKM,23725
SOHO,23726
ATLAS 2AS CENTAUR R/B,23727
USA 116,23728
TITAN 4 R/B,23729
TELECOM 2C,23730
INSAT-2C,23731
ARIANE 44L+3 R/B,23732
ARIANE DEB [SPELDA],23733
COSMOS 2325 [GLONASS],23734
COSMOS 2324 [GLONASS],23735
COSMOS 2323 [GLONASS],23736
SL-12 R/B(1),23737
SL-12 PLAT,23738
SL-12 R/B(2),23739
SL-12 R/B(AUX MOTOR),23740
GALAXY 3R,23741
ATLAS 2A CENTAUR R/B,23742
SL-12 R/B(AUX MOTOR),23743
PROGRESS-M 30,23744
SL-4 R/B,23745
COSMOS 2305 DEB,23746
COSMOS 2305 DEB,23747
COSMOS 2326,23748
SURFSAT DEB,23749
SL-11 R/B,23750
IRS-1C,23751
SKIPPER,23752
SL-6 R/B,23753
ECHOSTAR 1,23754
CZ-2E R/B,23755
ECHOSTAR 1 PKM,23756
RXTE (XTE),23757
DELTA 2 R/B,23758
XTE DEB,23759
XTE DEB,23760
XTE DEB,23761
STS 72,23762
OAST FLYER,23763
INTELSAT 3R (IS-3R),23764
AFRICASAT-1 (MEASAT-1),23765
ARIANE 44L+3 R/B,23766
ARIANE DEB [SPELDA],23767
ABS-1A,23768
DELTA 2 R/B(1),23769
DELTA 2 R/B(2),23770
SFU DEB,23771
SFU DEB,23772
COSMOS 2327,23773
SL-8 R/B,23774
GORIZONT 31,23775
SL-12 R/B(1),23776
SL-12 PLAT,23777
SL-12 R/B(2),23778
PAKSAT 1 (ANATOLIA 1),23779
ATLAS 2AS CENTAUR R/B,23780
N-STAR B,23781
ARIANE 44P+3 R/B,23782
MIR DEB,23783
NEAR,23784
DELTA 2 R/B(1),23785
DELTA 2 R/B(2),23786
GONETS-D1 1,23787
GONETS-D1 2,23788
GONETS-D1 3,23789
COSMOS 2328,23790
COSMOS 2329,23791
COSMOS 2330,23792
SL-14 R/B,23793
RADUGA 33,23794
SL-12 R/B(1),23795
SL-12 PLAT,23796
SL-12 R/B(2),23797
SOYUZ-TM 23,23798
SL-4 R/B,23799
SL-12 R/B(AUX MOTOR),23800
STS 75,23801
POLAR,23802
DELTA 2 R/B(1),23803
DELTA 2 R/B(2),23804
TSS-1R,23805
TITAN 34B DEB,23806
TITAN 34B DEB,23807
TITAN 34D TRANSTAGE DEB,23808
TITAN 34D TRANSTAGE DEB,23809
TITAN 34D TRANSTAGE DEB,23810
TITAN 34B AGENA D DEB,23811
TITAN 34B AGENA D DEB,23812
SL-12 R/B(AUX MOTOR),23813
REX 2,23814
PEGASUS R/B,23815
INTELSAT 707 (IS-707),23816
ARIANE 44LP+3 R/B,23817
COSMOS 2331,23818
SL-4 R/B,23819
OPS 0856 DEB,23820
OPS 0856 DEB,23821
MIR DEB,23822
MIR DEB,23823
SL-12 R/B(AUX MOTOR),23824
MIR DEB,23825
MIR DEB,23826
IRS-P3,23827
PSLV R/B,23828
OPS 0856 DEB,23829
OPS 0856 DEB,23830
STS 76,23831
OPS 0856 DEB,23832
NAVSTAR 37 (USA 117),23833
DELTA 2 R/B(1),23834
DELTA 2 R/B(2) [PAM-D],23835
COSMOS 985 DEB,23836
OPS 0856 DEB,23837
OPS 0856 DEB,23838
INMARSAT 3-F1,23839
ATLAS 2A CENTAUR R/B,23840
OPS 0856 DEB,23841
ASTRA 1F,23842
SL-12 R/B(1),23843
SL-12 PLAT,23844
SL-12 R/B(2),23845
MSAT M1,23846
ARIANE 42P+3 R/B,23847
PRIRODA,23848
SL-13 R/B,23849
SL-13 DEB,23850
MSX,23851
DELTA 2 R/B,23852
COSMOS 2332,23853
SL-8 R/B,23854
USA 118,23855
MIR DEB,23856
BEPPOSAX,23857
ATLAS 1 CENTAUR R/B,23858
MSX DEB,23859
PROGRESS-M 31,23860
SL-4 R/B,23861
USA 122,23862
USA 119-124 DEB,23863
PALAPA C2,23864
INTELSAT 24 (IS-24),23865
ARIANE 44L+3 R/B,23866
ARIANE 44L+3 DEB[SPELDA],23867
MSTI 3,23868
PEGASUS R/B,23869
STS 77,23870
SPARTAN 207,23871
IAE,23872
MIR DEB,23873
MIR DEB,23874
MIR DEB,23875
PAMS STU,23876
GALAXY 9 (G-9),23877
DELTA 2 R/B(1),23878
DELTA 2 R/B(2),23879
GORIZONT 32,23880
SL-12 R/B(1),23881
SL-12 PLAT,23882
SL-12 R/B(2),23883
MIR DEB,23884
MIR DEB,23885
SL-12 R/B(AUX MOTOR),23886
SL-12 R/B(AUX MOTOR),23887
MIR DEB,23888
MIR DEB,23889
MIR DEB,23890
MIR DEB,23891
MIR DEB,23892
USA 119,23893
MIR DEB,23894
MIR DEB,23895
MIR DEB,23896
MIR DEB,23897
MIR DEB,23898
MIR DEB,23899
MIR DEB,23900
MIR DEB,23901
MIR DEB,23902
MIR DEB,23903
MIR DEB,23904
SEASAT 1 DEB,23905
HILAT DEB,23906
USA 120,23907
USA 121,23908
COSMOS 2331 DEB,23909
MIR DEB,23910
MIR DEB,23911
MIR DEB,23912
MIR DEB,23913
MIR DEB,23914
INTELSAT 709 (IS-709),23915
ARIANE 44P+3 R/B,23916
MIR DEB,23917
MIR DEB,23918
MIR DEB,23919
MIR DEB,23920
